x,y,z,t
-0.67013602787401,1.352717481565,0.642359760470208,3.04987209739688
-0.720846250292659,1.29484160572109,0.616952315432371,3.16177383833881
-0.770460607139336,1.2294409524501,0.595272094479132,3.27367557928074
-0.818902130250158,1.15721692190105,0.575286383714369,3.38557732022267
-0.866583733352577,1.07934193921373,0.555245384317209,3.4974790611646
-0.914236240776763,0.997542055601071,0.533779250163487,3.60938080210653
-0.962731474660946,0.91417609961899,0.50998800739212,3.72128254304846
-1.02343358566864,0.816543109536232,0.477845114281852,3.85589138183329
-1.08766966083384,0.728227938293541,0.442414707914245,3.99050022061812
-1.1411509845522,0.670130214330558,0.413111418916777,4.09689200822378
-1.19661510038925,0.627626431824043,0.384053171437673,4.20328379582944
-1.25287498169319,0.60563082419572,0.356773935785673,4.3096755834351
-1.30776196397239,0.608432873166221,0.333003746252536,4.41606737104076
-1.35800274006036,0.638918564221382,0.314444917785091,4.52245915864642
-1.39946697544227,0.697368281080566,0.302671788869832,4.62885094625208
-1.4279973909386,0.780295846071541,0.299125322511638,4.73524273385774
-1.44054564122685,0.880178029770601,0.305025312113918,4.8416345214634
-1.43856571086845,0.963778934014228,0.316877298907268,4.92502605633044
-1.42694927410651,1.04549655075931,0.33544330338846,5.00841759119748
-1.40727876301218,1.11972817067005,0.360773672373789,5.09180912606452
-1.38163191845516,1.18160823453943,0.392595195202845,5.17520066093156
-1.35220308941533,1.2273078439643,0.430192974117671,5.25859219579859
-1.32105293305972,1.25414917769275,0.472295313187148,5.34198373066563
-1.28999989946841,1.26058832959001,0.517011707148578,5.42537526553267
-1.26063692262125,1.24616071204076,0.561861005018673,5.50876680039971
-1.23440136667154,1.2114139286375,0.603926459753624,5.59215833526675
-1.2126363604302,1.15782300815805,0.640138083436892,5.67554987013379
-1.19661005346128,1.08767831865049,0.66763730214665,5.75894140500082
-1.18748909719703,1.00395431195892,0.68414433888649,5.84233293986786
-1.18628252367754,0.910185552850761,0.688246466053574,5.9257244747349
-1.19377823264284,0.810379837652907,0.67955588570912,6.00911600960194
-1.21048808843135,0.70898426729556,0.658729749326549,6.09250754446898
-1.23660334098822,0.61089662049278,0.627377294313252,6.17589907933602
-1.27194427091769,0.521490693230012,0.587888744419303,6.25929061420305
-1.30538991735077,0.46161871686673,0.553413560340808,6.32403109773417
-1.34350439960282,0.413383754885105,0.517329942375188,6.38877158126528
-1.38544390127175,0.379740716962065,0.481191348142021,6.45351206479639
-1.42996232943893,0.36353391790381,0.446522733841498,6.5182525483275
-1.47531140018418,0.367247495495009,0.41474420955079,6.58299303185862
-1.51917999539244,0.392632544473996,0.387117966806049,6.64773351538973
-1.55874613403409,0.440238577624166,0.364710872612268,6.71247399892084
-1.59091719251643,0.508937824472334,0.348377880512462,6.77721448245195
-1.61572924703987,0.615047131059839,0.337661450096874,6.85531785585483
-1.62241323756678,0.706736782240537,0.336473471612186,6.91396897846599
-1.61813460844596,0.803091543454602,0.341395340361859,6.97262010107716
-1.6034590409777,0.898861749762483,0.352460440947009,7.03127122368832
-1.57983681660647,0.989108120704609,0.369566153345054,7.08992234629948
-1.54928799405906,1.06967290577884,0.392450010561836,7.14857346891065
-1.51402820810898,1.1374180554554,0.42065958514185,7.20722459152181
-1.47615733322781,1.1902479538276,0.453521485133208,7.26587571413298
-1.42498433427537,1.23539567690286,0.502639686882629,7.34371700635519
-1.37552885124184,1.25159095610381,0.555476030679488,7.4215582985774
-1.33014169817342,1.23978845081018,0.608477221257176,7.49939959079961
-1.29051748965823,1.20215652728476,0.657690546820919,7.57724088302182
-1.25799700733777,1.1417601475777,0.699169365137351,7.65508217524403
-1.2337259715587,1.06231777885407,0.729468705864316,7.73292346746624
-1.21869514760939,0.968015678690944,0.746068139287575,7.81076475968845
-1.21370885418983,0.863365069781804,0.74765423132024,7.88860605191066
-1.21933400301617,0.753133520932905,0.734210859391479,7.96644734413287
-1.23585808519846,0.642357293802218,0.706941922332325,8.04428863635508
-1.26325891695209,0.536411826052671,0.668082398772603,8.12212992857729
-1.29236292208348,0.459832509929109,0.631101280244078,8.18357533704329
-1.32767565630359,0.392926608194838,0.590485969775415,8.24502074550928
-1.3686097075822,0.338928704343157,0.548061590555075,8.30646615397528
-1.4045487229032,0.307385770710753,0.514286964111574,8.35523534841992
-1.44283984433581,0.287733539191303,0.481439378278384,8.40400454286456
-1.48261623401048,0.281528993631914,0.450360958801792,8.45277373730921
-1.52274284315313,0.290107967136563,0.421821461978609,8.50154293175385
-1.56179208224965,0.314423221259769,0.396499606513219,8.5503121261985
-1.59806361895639,0.354846876373228,0.374973574483006,8.59908132064314
-1.64071965690403,0.438222105983279,0.351947058562487,8.66800420055477
-1.66898321185108,0.548090273653524,0.33837255673267,8.73692708046641
-1.67855400837852,0.64765132611908,0.334756442285918,8.79086461895278
-1.67606345121995,0.753359356739334,0.337490503512533,8.84480215743915
-1.66188587425929,0.859579516202527,0.346605643794528,8.89873969592552
-1.63745041839717,0.960932948117897,0.362011292990566,8.9526772344119
-1.60491082638268,1.05285666656643,0.383479739780254,9.00661477289827
-1.56671537850846,1.13190722178819,0.410621839312997,9.06055231138464
-1.52522539137579,1.19580334459728,0.442859379195633,9.11448984987101
-1.47006637018746,1.25394915577025,0.490694063384737,9.18418629938926
-1.41603326072346,1.28403402259821,0.543414212051062,9.2538827489075
-1.36545605897231,1.28684090070216,0.598101161586548,9.32357919842575
-1.31989726272768,1.26419722630766,0.65138551430451,9.393275647944
-1.28049169531845,1.21865282622108,0.699710947400622,9.46297209746225
-1.24816398646937,1.15326374118583,0.739702372652067,9.53266854698049
-1.22372948061935,1.07143774570891,0.768529931705117,9.60236499649874
-1.20790503956222,0.976800862781313,0.784207938984582,9.67206144601699
-1.20127843896372,0.873105564894322,0.785762288833663,9.74175789553523
-1.20427065861827,0.764197754401969,0.773256411555448,9.81145434505348
-1.21710971431043,0.654044863404581,0.747705070113583,9.88115079457173
-1.23981893064824,0.546810295361909,0.710921220857981,9.95084724408997
-1.27220780244167,0.446947017665003,0.665333506469851,10.0205436936082
-1.30467532723596,0.375753901833291,0.624541630264449,10.0760613979226
-1.34266956758574,0.314912840709227,0.581523169350899,10.1315791022371
-1.38564341859008,0.267197754172942,0.537857794326583,10.1870968065515
-1.42194365451327,0.240967823239617,0.504481612698664,10.2301781039551
-1.46023158027206,0.225703735213818,0.472340271312401,10.2732594013587
-1.49978852625958,0.222668806688036,0.4420702777082,10.3163406987623
-1.53967893344808,0.232967016386201,0.414248205176523,10.3594219961659
-1.57872720987368,0.257425525986569,0.389380414932718,10.4025032935695
-1.61552437594085,0.296449468035678,0.367898608572433,10.4455845909732
-1.66124971136892,0.377817930077876,0.343579040081553,10.507800064306
-1.69414775182876,0.485599711410842,0.327818299675455,10.5700155376389
-1.71025558308919,0.613239361709713,0.32113728521658,10.6322310109718
-1.7101530724957,0.713672594058565,0.322152995662484,10.6774929020996
-1.70005883175403,0.815714823774305,0.328175454928003,10.7227547932274
-1.68083112906696,0.915364210160804,0.339176252485051,10.7680166843552
-1.65390111573811,1.00905647938906,0.355062045689314,10.813278575483
-1.62102663708421,1.09390607676954,0.375664671432769,10.8585404666108
-1.58403497193581,1.16779606315329,0.400726671296787,10.9038023577386
-1.5320544808055,1.24594961625008,0.439798643229423,10.9632923658939
-1.47896277430106,1.3013278105129,0.484794169630845,11.0227823740493
-1.41664298243194,1.33762436751643,0.544746549263504,11.0946627219132
-1.35870137512362,1.34171872473964,0.607555762522901,11.1665430697771
-1.30683644751608,1.31613682772465,0.669035103345459,11.2384234176409
-1.26220077396635,1.26416332478377,0.724734385686653,11.3103037655048
-1.22574967856133,1.18960825648302,0.770425911236151,11.3821841133687
-1.19836436596249,1.09661413535304,0.802630605796549,11.4540644612326
-1.18084406816485,0.989490312746967,0.819011940917574,11.5259448090965
-1.17384720792623,0.872599748191187,0.818570637654281,11.5978251569604
-1.17783482250539,0.750333725545228,0.801630349894803,11.6697055048243
-1.19304145775512,0.627178071060386,0.769675922539792,11.7415858526881
-1.21947400586099,0.507845043313099,0.725121348510893,11.813466200552
-1.25691817573932,0.397430114728831,0.671061641353871,11.8853465484159
-1.29163740868288,0.324299305436732,0.62671993092806,11.9387559296227
-1.33190701611234,0.261697099335146,0.580607243599354,11.9921653108295
-1.36773390992186,0.22103976937313,0.543534994141522,12.0347772380908
-1.40647569901899,0.190248602360336,0.507070304744972,12.0773891653522
-1.44765453703784,0.170797192678257,0.471932395401803,12.1200010926135
-1.4906056802461,0.164134196806391,0.438788119588927,12.1626130198748
-1.52505230193691,0.168725398532067,0.414521783083028,12.1960988757737
-1.55948889418795,0.182617997035172,0.392119664884988,12.2295847316726
-1.59323897470742,0.206240828612758,0.371810324515334,12.2630705875715
-1.63336649408463,0.250013002751131,0.349583738281586,12.3051155751537
-1.68020091366204,0.332738536540599,0.326033208731433,12.3614275252503
-1.71531177386673,0.440538372398559,0.310085058992543,12.4177394753469
-1.73492697449624,0.568038744786472,0.302123737417327,12.4740514254435
-1.73802078944232,0.673318292075163,0.301553816727698,12.5167217000455
-1.7306829072723,0.781512294120913,0.305756849939538,12.5593919746475
-1.71356926874471,0.888587124757337,0.314734011421282,12.6020622492495
-1.68798435081976,0.990855146395132,0.328442064515246,12.6447325238515
-1.65564793293343,1.08525375653976,0.346786600000556,12.6874027984535
-1.61842726247311,1.16947549475257,0.369610570359775,12.7300730730555
-1.56665634704067,1.25981974924244,0.404896989782456,12.7845947887563
-1.51289554483728,1.32934022676136,0.446396289818181,12.839116504457
-1.44400445171735,1.38780430874387,0.507736131063021,12.909875703014
-1.378913826068,1.41135343284973,0.574734945552167,12.980634901571
-1.31956421777152,1.40230428072708,0.643409511483083,13.051394100128
-1.26708532260975,1.36379044759541,0.709165576461404,13.122153298685
-1.22233809156814,1.29950748593889,0.767245548511168,13.192912497242
-1.1861503045855,1.21353031801228,0.813321597258434,13.263671695799
-1.15935312380107,1.11013725658433,0.844032582543038,13.334430894356
-1.14271675550297,0.993639876824148,0.8573454434316,13.4051900929129
-1.1368659166431,0.868284415067587,0.852666096322975,13.4759492914699
-1.14222042831531,0.738257974172977,0.830735343731765,13.5467084900269
-1.15897778098673,0.607793763121711,0.793400439695988,13.6174676885839
-1.18713201349956,0.481341668448757,0.743351140139509,13.6882268871409
-1.22650521222227,0.363760197842868,0.68386993946457,13.7589860856979
-1.26277258243573,0.285314202191609,0.6357132773139,13.8114577551704
-1.30482499680332,0.217185033705908,0.585922626494023,13.8639294246429
-1.34097205356766,0.173360546851024,0.547385785095253,13.9043474192146
-1.38013824859532,0.138582403320658,0.509477311136995,13.9447654137863
-1.42199182989303,0.114241667422163,0.472844673331849,13.9851834083581
-1.45456763712428,0.103719488139868,0.446798204546884,14.0152109775941
-1.48810629388598,0.100326973487878,0.422016403566052,14.0452385468302
-1.52226711819165,0.104621212439767,0.398705801667408,14.0752661160663
-1.55662286661032,0.117109537157125,0.377052430227125,14.1052936853023
-1.59065067595605,0.138217020635887,0.357220886914737,14.1353212545384
-1.62372914152972,0.168246482503177,0.339354368362925,14.1653488237745
-1.66458101628043,0.221612611491819,0.31902615039166,14.2049097049702
-1.7174931195836,0.333700582789447,0.295243443600546,14.2660714509694
-1.75260392693903,0.476981237718359,0.281185927818774,14.3272331969687
-1.76396282963271,0.593802929784201,0.277301791967886,14.370976048646
-1.76263683327368,0.717112507197696,0.278667103165543,14.4147189003233
-1.74888888639696,0.841772730781815,0.285316887641984,14.4584617520006
-1.72401773329496,0.96285437868479,0.29725082480683,14.5022046036778
-1.69007522241343,1.07614006711703,0.314428074851373,14.5459474553551
-1.64946741063207,1.17841102812593,0.336755131168998,14.5896903070324
-1.60457527394252,1.26749718847519,0.364068737767086,14.6334331587097
-1.54139830355508,1.36406711984556,0.407993310566148,14.6920320976249
-1.47792917540474,1.4337645353309,0.459447900632723,14.7506310365401
-1.40359262694078,1.48302433001705,0.530305847543661,14.822206244851
-1.33490522135914,1.49493225115767,0.606552794873506,14.893781453162
-1.27310789797057,1.47269750745219,0.683428247919227,14.9653566614729
-1.21892940038133,1.4201242447355,0.755520556218097,15.0369318697839
-1.17308933879989,1.34148703777571,0.817393177355352,15.1085070780948
-1.13642731573191,1.24136036251649,0.864342553326083,15.1800822864058
-1.10983679494597,1.12439287218283,0.893014889447536,15.2516574947167
-1.09413549335058,0.995105537437067,0.901727767351332,15.3232327030277
-1.08995187274727,0.857802771764221,0.890459308538782,15.3948079113386
-1.0976670923111,0.716626362652194,0.860603330469451,15.4663831196496
-1.1174195846705,0.575727884780695,0.814632811218157,15.5379583279605
-1.14915695893381,0.439506572227638,0.75578022693515,15.6095335362715
-1.19270431371036,0.31285864046769,0.687775193307129,15.6811087445824
-1.23110807975913,0.230797978030816,0.635454139201565,15.7324684699996
-1.27534968822732,0.158883315138315,0.581995568331904,15.7838281954168
-1.31115767588892,0.114292992664265,0.543139347586673,15.8212471564217
-1.34984501155806,0.0775874882131545,0.505019699906938,15.8586661174266
-1.38022051657847,0.0561692831785019,0.477586388303033,15.8863493986949
-1.41196517760573,0.0402224743746978,0.45104200313557,15.9140326799633
-1.43686925621456,0.0320818059478424,0.431612789337593,15.9350278252962
-1.46239413589449,0.0276184951172786,0.412877336139249,15.956022970629
-1.48843639222967,0.0270623293816006,0.394905869464712,15.9770181159619
-1.50932083122094,0.0295328126702916,0.381274954605466,15.993622975712
-1.53037738746303,0.0346960831396599,0.368192478860549,16.0102278354621
-1.5515213233073,0.0426538921872209,0.355686051165031,16.0268326952122
-1.57265621472955,0.0535000510228228,0.343781167217277,16.0434375549623
-1.60053156998035,0.0725309739359731,0.328932212147753,16.0655054115806
-1.62790726652609,0.096963072307877,0.315235927347319,16.0875732681989
-1.66479373800826,0.140514789368688,0.298051866148453,16.1185276708576
-1.70877615023274,0.213697649928327,0.27930413648351,16.1589853861931
-1.75933442078995,0.350312260938495,0.259875257124571,16.2176903630932
-1.7831727284805,0.469193071504385,0.251677831753629,16.2603912990132
-1.79369538326415,0.599640759946801,0.248590236281879,16.3030922349332
-1.79010600323347,0.736323667832679,0.25066888464186,16.3457931708531
-1.77290976707582,0.87357318687709,0.257951649646068,16.3884941067731
-1.74379051165729,1.00609253386497,0.270459754281368,16.4311950426931
-1.70522525419057,1.12950945851879,0.288192469471825,16.4738959786131
-1.65999445795902,1.2406453509476,0.311115429657084,16.516596914533
-1.6107435973666,1.33750215486123,0.339142708825536,16.559297850453
-1.54071472089782,1.44538721857327,0.385580095703588,16.6178842587728
-1.47122223361322,1.52399196791571,0.440563529081974,16.6764706670926
-1.40473529455755,1.5740740201442,0.502824947628112,16.7350570754124
-1.34244545289267,1.59708116870415,0.570496048551531,16.7936434837323
-1.28483962293838,1.59480663511081,0.641071016577466,16.8522298920521
-1.23212771657505,1.56928731145767,0.711491745713681,16.9108163003719
-1.18451646407257,1.52281276791086,0.778354524934007,16.9694027086917
-1.14232638015518,1.45790409723602,0.838230333573859,17.0279891170115
-1.10600697919087,1.37723958049763,0.888024235115772,17.0865755253313
-1.07609090774155,1.28353961509886,0.925289209074825,17.1451619336511
-1.05312226388451,1.17944640040488,0.948425424240238,17.2037483419709
-1.03484644026578,1.03748921824029,0.956494831019649,17.2775563062805
-1.0290595864629,0.887448594962104,0.941622875514711,17.3513642705901
-1.03612246673468,0.733386372265882,0.905861826220204,17.4251722348997
-1.0561135833544,0.579284318803424,0.852359627143085,17.4989801992092
-1.08890882506545,0.429351339973932,0.784952573056853,17.5727881635188
-1.13430832323514,0.28835712735395,0.707879473707628,17.6465961278284
-1.17460961904798,0.195517340963835,0.64891442223135,17.6996075177336
-1.20584719042996,0.137491267085889,0.607858558156215,17.7358514947776
-1.24006253672745,0.0849443799656818,0.566840666181586,17.7720954718216
-1.27723484939477,0.0388312320389647,0.526365843057767,17.8083394488655
-1.30562655955404,0.0103287775561129,0.497996356160655,17.8342716424831
-1.31941193133479,-0.00158708896217367,0.484952057568145,17.8463997167362
-1.33351482810258,-0.0125332268027178,0.4720764434011,17.8585277909894
-1.34793001440876,-0.0224645545393651,0.459385313375765,17.8706558652425
-1.36668574478936,-0.0335424721096614,0.443552340688247,17.8860651929315
-1.38591989103912,-0.0428093312302526,0.428072900238162,17.9014745206206
-1.41027659326453,-0.0515908969524076,0.4095083898246,17.9204845617424
-1.43528344054066,-0.0572681525178296,0.391578544724455,17.9394946028643
-1.46087819590395,-0.0596444932836089,0.374330654852117,17.9585046439861
-1.48698300254398,-0.0585203469296803,0.35780888361182,17.977514685108
-1.51350110143905,-0.0536967612096408,0.342053645708858,17.9965247262299
-1.54031417543403,-0.0449789471242358,0.327101616636319,18.0155347673517
-1.56727984557706,-0.0321807810935742,0.312985790912311,18.0345448084736
-1.59422951977572,-0.0151303475691171,0.299735582787005,18.0535548495955
-1.62096685498234,0.00632344222254599,0.287376968230406,18.0725648907173
-1.640601948079,0.0252194202014652,0.278771250610116,18.0867124139152
-1.66514724442924,0.0530481682856821,0.268534521436559,18.1047735348724
-1.69728863188416,0.0977909784669272,0.255946328118514,18.1294210710662
-1.74508219813877,0.188203849040397,0.238772923955174,18.169992058985
-1.79065772543554,0.323196364505558,0.224028316884273,18.2189766618764
-1.81431031504073,0.445889130462171,0.217121015710058,18.2573621017854
-1.82531207286115,0.579284962617366,0.214346240060757,18.2957475416943
-1.82290712688196,0.718746708703547,0.215738358350388,18.3341329816033
-1.80746932308591,0.859331989562349,0.221332403712289,18.3725184215123
-1.78041875422775,0.996374344608802,0.231166921446166,18.4109038614212
-1.74392148217444,1.12595412850496,0.245282624539294,18.4492893013302
-1.70048544313336,1.24515140576489,0.263717324924675,18.4876747412392
-1.64241784608109,1.37244892437266,0.291740600573568,18.5339776150468
-1.58145363563607,1.48028042417546,0.326081834207475,18.5802804888543
-1.50561455881197,1.58674654993974,0.377471944292547,18.6379121456452
-1.43257283617161,1.66316636753962,0.437918561842102,18.6955438024361
-1.34536233858762,1.71968197297461,0.526664906278598,18.7693977414322
-1.2658786554946,1.73300974220364,0.624377247322348,18.8432516804283
-1.19392795303238,1.70724791338076,0.725122674575507,18.9171056194244
-1.14196360638137,1.66163634624229,0.80272278315941,18.9758428344263
-1.09486336459984,1.59661837836869,0.873598565420163,19.0345800494282
-1.05309431293735,1.51510697315506,0.934048748687663,19.0933172644302
-1.01725762409426,1.42004381054194,0.981091014116981,19.1520544794321
-0.987999457039853,1.31426180411114,1.01274772739076,19.210791694434
-0.961232407387582,1.16828486006637,1.02952773083688,19.2855675306441
-0.946963852070978,1.01356099726818,1.02056318862287,19.3603433668541
-0.945640441823554,0.853721024954828,0.988193550120532,19.4351192030641
-0.957331744592847,0.691953808801847,0.935893123732575,19.5098950392741
-0.981817551796721,0.531368916691326,0.867694812104263,19.5846708754841
-1.01874874769501,0.37540218002086,0.787846189219324,19.6594467116942
-1.06782110266033,0.228156813853467,0.700657804789549,19.7342225479042
-1.11074788023817,0.129875418473359,0.635443403943626,19.7882204935116
-1.14005160911664,0.0742745618498482,0.595505024809219,19.8211716639336
-1.17174397962679,0.0227458257527134,0.55591938560991,19.8541228343556
-1.18960521144097,-0.00283197539924626,0.535090348282758,19.8716689524468
-1.20816036594831,-0.026968029059596,0.514506587529548,19.889215070538
-1.22741439657905,-0.0495514105837997,0.494215298740396,19.9067611886291
-1.25196478511037,-0.0749230371645415,0.469826160980952,19.9282567518474
-1.27758078267383,-0.0975595604155268,0.446027052117872,19.9497523150657
-1.31026386431382,-0.121093062077489,0.417920169029518,19.975963946701
-1.34452413180444,-0.139722674608953,0.390932698441788,20.0021755783364
-1.38032320493165,-0.152940141556457,0.365179977019215,20.0283872099718
-1.41759559076209,-0.160196988069537,0.340769754334731,20.0545988416071
-1.45622145116786,-0.160914718964821,0.317794406058012,20.0808104732425
-1.49601504445201,-0.154490252085298,0.296333388888474,20.1070221048778
-1.53670725840298,-0.140308272357678,0.276453855134484,20.1332337365132
-1.57792788420407,-0.117752811247994,0.258214445838223,20.1594453681486
-1.61918573237722,-0.0862579299964687,0.241659351046216,20.1856569997839
-1.6598580644591,-0.0453500044219884,0.22681950086491,20.2118686314193
-1.6991895629392,0.0053210562258959,0.213720557747581,20.2380802630547
-1.73629945124149,0.0659132812377952,0.202380899675024,20.26429189469
-1.77020429537118,0.136331330757017,0.192813957691126,20.2905035263254
-1.80660927303641,0.237958950169021,0.183321937432307,20.3234193685619
-1.83440281335894,0.352777489706621,0.176645501694511,20.3563352107983
-1.85194285002064,0.478333239367092,0.172794733873952,20.3892510530348
-1.85817032564754,0.611439977753424,0.171781758731614,20.4221668952712
-1.85279116839302,0.748461400041512,0.173625737650507,20.4550827375077
-1.83633143190577,0.88567992165621,0.178355796168625,20.4879985797442
-1.81004042380405,1.01966604832773,0.186012655395605,20.5209144219806
-1.77567369767922,1.14756161522776,0.196648906278154,20.5538302642171
-1.73522188462097,1.26722651366016,0.210327877371533,20.5867461064535
-1.6747426118853,1.41283526233843,0.233675977132667,20.631042622216
-1.61084662213403,1.53940154653861,0.262852660404326,20.6753391379784
-1.53305414293658,1.66712746409692,0.306384377973585,20.7291549965984
-1.45803918840817,1.76714379764855,0.358920340834696,20.7829708552185
-1.36964034108367,1.85613112827504,0.437766654660503,20.8508526672548
-1.26753514501051,1.91380007979822,0.555769328971684,20.9370863960704
-1.17512444310893,1.91433167567478,0.687499543597404,21.023320124886
-1.11110123704307,1.88076718777232,0.78913028954673,21.0879770875139
-1.05133581887166,1.8218941634066,0.886377786347292,21.1526340501418
-0.996232303286998,1.7414268544859,0.973057909426265,21.2172910127697
-0.946660992551659,1.64368788599199,1.04376402442553,21.2819479753976
-0.903686624246503,1.53298182749506,1.09471030801663,21.3466049380255
-0.868330333261404,1.41313914712714,1.12411375599244,21.4112619006534
-0.841408057591513,1.2872725377454,1.1320872111378,21.4759188632813
-0.820592259216227,1.12738559017139,1.11499544189743,21.5555574065101
-0.813625047970514,0.964617038984445,1.07249462878335,21.635195949739
-0.820213327250081,0.800812150795767,1.00987446237229,21.7148344929679
-0.839702052338819,0.637493406011982,0.932242643889548,21.7944730361967
-0.871308640202377,0.476433715007982,0.844233808084336,21.8741115794256
-0.914254088237448,0.319935872491172,0.749953329422491,21.9537501226545
-0.967976842737222,0.17113563522666,0.653124757584953,22.0333886658833
-1.01518185935974,0.0671310401987959,0.58097509249657,22.0930265123306
-1.04125536211283,0.0178918993659713,0.545263334294762,22.1230568386491
-1.06037999862401,-0.0149554330447651,0.520750725273899,22.1439948898774
-1.08029866152114,-0.0464369862596895,0.496623305327143,22.1649329411057
-1.10103273003348,-0.0764239744495603,0.472936158923281,22.185870992334
-1.1302959693941,-0.114190244039207,0.441831251384176,22.2140687924087
-1.16114687049209,-0.148632005129203,0.411742040589952,22.2422665924834
-1.20053372463345,-0.185122429042204,0.377002330103965,22.2762410790299
-1.2424425388505,-0.215413389847588,0.344075569156383,22.3102155655763
-1.28696525045073,-0.238614471996598,0.313112337580114,22.3441900521228
-1.33417947502467,-0.25371969999771,0.284244206390828,22.3781645386693
-1.38407379186101,-0.259592486542012,0.257573630752399,22.4121390252157
-1.43651343621017,-0.254964169841764,0.233178058422758,22.4461135117622
-1.49118046599478,-0.238444215758606,0.211112095262568,22.4800879983086
-1.54750691964287,-0.208542721812942,0.191414692374115,22.5140624848551
-1.60457565657494,-0.163790765819425,0.174101370548115,22.5480369714015
-1.6610562403753,-0.102884925405389,0.159167728911588,22.582011457948
-1.71518749432605,-0.0248457056139988,0.146604011366359,22.6159859444944
-1.75331233485261,0.0458234428786953,0.138668262673087,22.6416757729907
-1.78779579284138,0.126433383231961,0.132071118676248,22.6673656014869
